Identifiant parcelle,Identifiant unité de gestion,Identifiant peuplement élémentaire,identifiant foret,"Code
 plle",Code UEP,surface retenue ,Date de description ,HET (% du couvert boisé),CHS (% du couvert boisé),CHP (% du couvert boisé),FRE (% du couvert boisé),CHT (% du couvert boisé),MER (% du couvert boisé),ERS (% du couvert boisé),ALT (% du couvert boisé),PEU (% du couvert boisé),CHR (% du couvert boisé),CHA (% du couvert boisé),BOU (% du couvert boisé),AUL (% du couvert boisé),TRE (% du couvert boisé),SAU (% du couvert boisé),TIL (% du couvert boisé),ERC (% du couvert boisé),A.F (% du couvert boisé),A.F : préciser essence,DOU (% du couvert boisé),P.S (% du couvert boisé),P.L (% du couvert boisé),EPC (% du couvert boisé),EPS (% du couvert boisé),S.P (% du couvert boisé),MEL (% du couvert boisé),A.R (% du couvert boisé),A.R : préciser essence,Total du couvert décrit en essences,Essence dominante 1,Essence dominante 2,Essence dominante 3,Essence déterminant la sylviculture,"Taux de vides non cartographiés
(%)",Structure et occupation du sol,"Type d'espace non boisé
 ou  hors sylviculture",Classe de catégorie de diamètre dominant,Type de peuplement,surf terrière moy,Classe de surface terrière,Année d'installation ,Âge réel en 2010,Classe d'âge en 2010,Présence des semis,Code dépérissement,Essence dépérissante,Durée de survie sanitaire du peuplmt,Risque mitaille,Dernier passage en coupe (EA),Type du dernier passage en coupe ,Proposition de Classement,Site écologique,Proposition d'ilôts de sénescence,Site d'acc public,Proposition même UG,Proposition de rotation ,Proposition de prochain passage,Observation UT,Classement,Groupe Aménagement,mode régé,ess obj,ess obj SIG,DRA,rotation retenue,1er passage,type de coupe,code UG
RETZ_01460,RETZ_01460_u,RETZ_01460_02,RETZ,1460,2,"2,33",22/06/2010,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,PEU,,,PEU,,F,,1,FPEU1,"2,5",0,2001,9,0-24,,1,,,,,,AME,,,,1461-2,,,i214,REG,REGS,A,CHS,CHS,6,,?,RA,u
RETZ_01461,RETZ_01461_a,RETZ_01461_01,RETZ,1461,1,"0,46",22/06/2010,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,PEU,,,PEU,,F,,P,FPEUP,"2,5",0,2001,9,0-24,,1,,,,,,AME,,,,1460-1,,,trichobel,REG,REGS,A,CHS,CHS,6,,?,RA,a
RETZ_01461,RETZ_01461_a,RETZ_01461_02,RETZ,1461,2,"0,67",22/06/2010,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,PEU,,,PEU,,F,,1,FPEU1,"2,5",0,2001,9,0-24,,1,,,,,,AME,,,,1460-2,,,i214,REG,REGS,A,CHS,CHS,6,,?,RA,a
RETZ_01461,RETZ_01461_b,RETZ_01461_03,RETZ,1461,3,"7,04",22/06/2010,,85,4,1,1,2,,,1,,1,2,,2,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,S,FCHSS,"0,0",0,2001,9,0-24,,1,,,,1997,RD,AME,,,,,6,2030,,AME,AMEE,,CHS,CHS,6,6,2026,A1,b
RETZ_01461,RETZ_01461_b,RETZ_01461_04,RETZ,1461,4,"1,18",22/06/2010,,65,,3,,,,,1,,,30,,,1,,,,,,,,,,,,,,100,CHS,BOU,,CHS,,F,,1,FCHS1,"16,0",3-,1990,20,0-24,,1,,,,,,AME,,,,,6,2020,,AME,AMEE,,CHS,CHS,6,6,2020,A1,b
RETZ_01461,RETZ_01461_b,RETZ_01461_05,RETZ,1461,5,"0,45",22/06/2010,,10,,70,,10,,,4,,4,,,,2,,,,,,,,,,,,,,100,FRE,,,FRE,,F,,E,FFREE,"0,0",0,2001,9,0-24,,1,,,,1997,RD,AME,,,,,,,plantation frêne + sn de chênes,AME,AMEE,,CHP/FRE,CHP,,6,2026,A1,b
RETZ_01462,RETZ_01462_u,RETZ_01462_01,RETZ,1462,1,"15,26",19/08/2010,45,30,20,,,1,,,,,2,1,,1,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G+,FCHEG+,"21,0",4-,1830,180,160 et +,,2,CHE+HET,20,1,2008,RE,REG1,,,,,6,2014,,REG,REGS,N,CHS,CHS,6,,2013,RS,u
RETZ_01463,RETZ_01463_u,RETZ_01463_01,RETZ,1463,1,"12,52",23/06/2010,1,60,5,1,,1,,1,,,10,20,,1,,,,,,,,,,,,,,,100,CHS,BOU,,CHS,,F,,E,FCHSE,"0,0",0,1991,19,0-24,,1,,,,1990,RD,AME,,,,1464-1,6,2025,,AME,AME1,,CHS,CHS,6,6,2021,A1,u
RETZ_01464,RETZ_01464_u,RETZ_01464_01,RETZ,1464,1,"12,86",23/06/2010,1,60,5,1,,1,,,,,25,5,,1,1,,,,,,,,,,,,,,100,CHS,CHA,,CHS,,F,,E,FCHSE,"0,0",0,1993,17,0-24,,1,,,,2004,RD,AME,,,,1463-1,6,2025,,AME,AME1,,CHS,CHS,6,6,2023,A1,u
RETZ_01465,RETZ_01465_u,RETZ_01465_01,RETZ,1465,1,"11,06",19/08/2010,30,45,20,,,1,,,,,3,1,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G,FCHEG,"26,0",5-,1830,180,160 et +,,1,,,1,2011,A5,REG1,,1,,,6,2017,,REG,REGE,N,CHS,CHS,6,,2023,RE,u
RETZ_01466,RETZ_01466_a,RETZ_01466_01,RETZ,1466,1,"13,04",23/08/2010,40,35,20,,,1,,,,,3,1,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G+,FCHEG+,"26,0",5-,1830,180,160 et +,,1,,,1,2007,RE,REGQ,,1,,,6,2017,exploitée 2011,REG,REGQ,N,CHS,CHS,6,,2013,RS,a
RETZ_01466,RETZ_01466_b,RETZ_01466_02,RETZ,1466,2,"2,16",23/08/2010,40,35,20,,,1,,,,,3,1,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G+,FCHEG+,"26,0",5-,1830,180,160 et +,,1,,,1,2007,RE,REGQ,,1,,,6,2017,"exploitée 2011, zone de gros vieux bois de chêne dont 1 de 155 de diam à conserver ( déjà délimité par la passé)",AME,ILP,,CHS,CHS,,10,2017,AS,b
RETZ_01467,RETZ_01467_u,RETZ_01467_01,RETZ,1467,1,"14,04",19/08/2010,10,60,25,,1,1,,,,,2,1,,,,,,,,,,,,,,,,,100,CHE,,,CHE,,F,,G+,FCHEG+,"21,0",4-,1830,180,160 et +,,1,,,1,2008,A5,REG1,,,,1468-1,8,2016,,REG,REGS,N,CHS,CHS,6,,2014,RE,u
RETZ_01468,RETZ_01468_u,RETZ_01468_01,RETZ,1468,1,"10,88",19/08/2010,10,60,25,1,,1,,,,,2,,1,,,,,,,,,,,,,,,,100,CHE,,,CHE,,F,,G+,FCHEG+,"17,5",3,1830,180,160 et +,,1,NON,,1,2008,RE,REGQ,,,,1467-1,8,2016,Giro en plein pour développement des semis en janvier 2011,REG,REGQ,N,CHS,CHS,,,2014,RS,u
RETZ_01469,RETZ_01469_u,RETZ_01469_01,RETZ,1469,1,"7,54",23/08/2010,25,45,25,,,1,,,,,3,1,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G+,FCHEG+,"31,0",6-,1830,180,160 et +,,1,,,1,2011,A5,REG1,,,,,6,2017,,REG,REGS,N,CHS,CHS,6,,2017,RE,u
RETZ_01469,RETZ_01469_u,RETZ_01469_02,RETZ,1469,2,"5,19",23/08/2010,5,45,30,,,1,,,,,16,1,,1,,,1,,,,,,,,,,,,100,CHE,,,CHE,,S,,G+,SCHEG+,"24,0",4+,1830,180,160 et +,,1,,,1,2004,A4,REG1,,1,,,6,2017,Zone de TSF en attente exploitation taillis par cessionnaire ,REG,REGS,N,CHS,CHS,,,2017,RE,u
RETZ_01470,RETZ_01470_u,RETZ_01470_01,RETZ,1470,1,"2,33",23/08/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,R,RAS,,RRAS,"0,0",0,,,0-24,,1,,,,2007,RD,AME,,,,,,,Plantation à réaliser en CHS si pas semis printemps 2011,AME,AMEJ,,CHS,CHS,,,/,,u
RETZ_01470,RETZ_01470_u,RETZ_01470_02,RETZ,1470,2,"10,09",23/08/2010,25,50,5,1,,1,,,,,14,2,,1,1,,,,,,,,,,,,,,100,CHS,HET,,CHS,,F,,S,FCHSS,"0,0",0,2005,5,0-24,,1,,,,2007,RD,AME,,,,,,,"semis agés de 1 à 15 ans ( zone BDR de 1,5ha  en >3m)",AME,AMEJ,,CHS,CHS,,,/,,u
RETZ_01471,RETZ_01471_u,RETZ_01471_01,RETZ,1471,1,"15,52",23/08/2010,3,45,9,1,1,3,,1,,,25,10,,1,1,,,,,,,,,,,,,,100,CHS,CHA,,CHS,,F,,E,FCHSE,"0,0",0,1992,18,0-24,,1,,,,2002,RD,AME,,,,,,,,AME,AME1,,CHS,CHS,6,6,2022,A1,u
RETZ_01472,RETZ_01472_u,RETZ_01472_01,RETZ,1472,1,"9,86",04/08/2010,15,40,5,2,2,3,,,,,20,10,,1,1,,1,,,,,,,,,,,,100,CHS,CHA,,CHS,,F,,P,FCHSP,"21,0",4-,1965,45,35-49,,1,,,,2010,A2,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,,6,2016,A3,u
RETZ_01472,RETZ_01472_u,RETZ_01472_02,RETZ,1472,2,"2,06",03/08/2010,5,5,,,,10,,,,,70,3,,5,2,,,,,,,,,,,,,,100,CHA,,,CHA,,T,,1,TCHA1,"19,0",3+,,,0-24,,1,,,,,,AME,,,,,,,,AME,AME1,,CHS,CHS,,6,2016,A1,u
RETZ_01472,RETZ_01472_u,RETZ_01472_03,RETZ,1472,3,"0,77",04/08/2010,,1,,80,,4,,,,,5,10,,,,,,,,,,,,,,,,,100,FRE,,,FRE,,F,,P,FFREP,"21,0",4-,1965,45,35-49,,1,,,,2004,A2,AME,,,,,6,2016,,AME,AME1,,CHP/FRE,CHP,,6,2016,A3,u
RETZ_01473,RETZ_01473_u,RETZ_01473_01,RETZ,1473,1,"12,68",23/08/2010,20,40,5,,1,1,,,,,30,1,,1,,,1,,,,,,,,,,,,100,CHS,CHA,HET,CHS,,F,,P,FCHSP,"24,0",4+,1965,45,35-49,,1,,,,2010,A2,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,,6,2016,A3,u
RETZ_01474,RETZ_01474_u,RETZ_01474_01,RETZ,1474,1,"11,29",05/08/2010,,70,10,,2,3,,,,,6,5,,2,,,1,1,ROB,,,,,,,,,,100,CHS,,,CHS,,F,,1,FCHS1,"26,0",5-,1976,34,25-34,,1,,,,2010,A1,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,,6,2016,A2,u
RETZ_01474,RETZ_01474_u,RETZ_01474_02,RETZ,1474,2,"1,00",05/08/2010,,5,1,2,1,,,,,,60,30,,1,,,,,,,,,,,,,,,100,CHA,,,CHA,,T,,E,TCHAE,"0,0",0,,,0-24,,1,,,,,,AME,,,,,,,menus produits,AME,AME1,,P.L,P.L,7,6,2022,A1,u
RETZ_01474,RETZ_01474_u,RETZ_01474_03,RETZ,1474,3,"1,27",05/08/2010,,50,2,,,3,,,,,40,2,,,,,3,,,,,,,,,,,,100,CHS,CHA,,CHS,,F,,P,FCHSP,"21,0",4-,1976,34,25-34,,1,,,,2010,A2,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,,6,2016,A3,u
RETZ_01475,RETZ_01475_u,RETZ_01475_01,RETZ,1475,1,"6,16",03/08/2010,,80,10,1,,1,,,,,2,1,,,2,,3,,,,,,,,,,,,100,CHS,,,CHS,,F,,1,FCHS1,"29,0",5+,1977,33,25-34,,1,,,,2010,A1,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,,6,2016,A2,u
RETZ_01475,RETZ_01475_u,RETZ_01475_02,RETZ,1475,2,"1,14",03/08/2010,,,,70,,10,10,,,,5,,,,,,5,,,,,,,,,,,,100,FRE,,,FRE,,F,,P,FFREP,"16,0",3-,1965,45,35-49,,1,,,,2004,A2,AME,,,,,6,2016,,AME,AME1,,CHP,CHP,,6,2016,A3,u
RETZ_01476,RETZ_01476_u,RETZ_01476_01,RETZ,1476,1,"11,13",03/08/2010,,2,,1,,2,2,,,,3,2,,1,,,1,,,,,86,,,,,,,100,P.L,,,P.L,,F,,P,FP.LP,"29,0",5+,1977,33,25-34,,1,,,,2012,A3,AME,,,,,8,2020,,AME,AME1,,P.L,P.L,,6,2018,A1,u
RETZ_01501,RETZ_01501_a,RETZ_01501_01,RETZ,1501,1,"18,77",07/2010,5,32,32,,1,2,,,,1,12,5,,5,5,,,,,,,,,,,,,,100,CHE,,,CHE,,F,,E,FCHEE,"0,0",0,2010,0,0-24,,1,,,,2011,RD,AMEJ,,,,,,,complément à faire en 2013,AME,AMEJ,,CHS,CHS,6,,/,,a
RETZ_01501,RETZ_01501_b,RETZ_01501_02,RETZ,1501,2,"3,60",04/2011,7,20,45,,13,,,,,,6,8,,1,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"21,0",4-,,,130-159,CHE HET,1,,,,2000,PA,IRR,,1,,,,,arbre remarquable,AME,AME3,,CHS,CHS,6,12,2017,AS,b
RETZ_01502,RETZ_01502_u,RETZ_01502_01,RETZ,1502,1,"21,02",04/2011,2,46,35,,1,,,,,,7,5,,4,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"24,0",4+,,,130-159,CHE,1,,,,2000,PA,REG1,,,,,,2015,,AME,AME3,,CHS,CHS,,12,2015,AS,u
RETZ_01503,RETZ_01503_u,RETZ_01503_01,RETZ,1503,1,"12,55",04/2011,3,27,47,1,1,1,,,,,7,6,,7,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"19,0",3+,,,130-159,CHE,1,,,,2000,PA,REG2,,,,,,2020,les bois sortent sur une voie communale limitée à 15 tonnes!,AME,AME3,,CHS,CHS,,12,2018,AS,u
RETZ_01504,RETZ_01504_u,RETZ_01504_01,RETZ,1504,1,"14,98",04/2011,5,29,40,1,1,1,,,,,5,12,,6,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"22,5",4,,,130-159,CHE,1,,,,2000,PA,REG1,,,,,,2017,sous étage inexploitable et gênant,REG,REGE,N,CHS,CHS,,12,2017,AS,u
RETZ_01505,RETZ_01505_u,RETZ_01505_01,RETZ,1505,1,"10,80",03/2011,1,54,33,,1,4,,,,,5,1,,1,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"22,5",4,,,130-159,CHE,1,,,,2011,EM,REG1,,,,,,2013,,REG,REGE,N,CHS,CHS,6,12,2014,AS,u
RETZ_01506,RETZ_01506_u,RETZ_01506_01,RETZ,1506,1,"10,63",03/2011,5,55,30,,,2,,,,,7,,,1,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"21,0",4-,,,130-159,CHE,1,,,,2011,EM,REG1,,,,,,2013,,REG,REGS,N,CHS,CHS,6,,2021,RE,u
RETZ_01507,RETZ_01507_u,RETZ_01507_01,RETZ,1507,1,"11,43",08/2010,5,28,28,1,2,2,,,,,28,2,,2,2,,,,,,,,,,,,,,100,CHE,,,CHE,,F,,E,FCHEE,"0,0",0,2010,0,0-24,,1,,,,2012,RD,AMEJ,,,,,,,complément à faire en chataignier dans le talweg,AME,AMEJ,,CHS,CHS,,,/,,u
RETZ_01508,RETZ_01508_u,RETZ_01508_01,RETZ,1508,1,"12,64",04/2011,1,6,41,1,9,2,,,,,36,1,,2,,,1,,,,,,,,,,,,100,CHP,,,CHP,,S,,G,SCHPG,"21,0",4-,,,130-159,"CHE, CHT",1,,,,2000,PA,AME,,,,,10,2014,sortie des bois difficile,AME,AME3,,CHS,CHS,5,12,2017,AS,u
RETZ_01509,RETZ_01509_u,RETZ_01509_01,RETZ,1509,1,"14,20",07/2010,5,25,25,10,1,1,10,,,,13,5,,5,,,,,,,,,,,,,,,100,CHE,,,CHE,,F,,E,FCHEE,"0,0",0,2010,0,0-24,,1,,,,2011,RD,AMEJ,,,,,,,complément à faire en sessile et châtaignier,AME,AMEJ,,CHS,CHS,5,,/,,u
RETZ_01510,RETZ_01510_u,RETZ_01510_01,RETZ,1510,1,"13,20",04/2011,1,35,40,1,2,3,,,,,16,1,,,,,,1,robinier,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"22,5",4,,,130-159,CHE,1,,,,2000,PA,REG2,,1,,,10,2014,Présence d'un chêne remarquable,AME,AME3,,CHP,CHP,,12,2016,AS,u
RETZ_01511,RETZ_01511_a,RETZ_01511_01,RETZ,1511,1,"16,15",04/2011,3,10,45,4,1,3,,,,,28,4,,1,,,1,,,,,,,,,,,,100,CHP,,CHE,CHP,,S,,G,SCHPG,"22,5",4,,,130-159,CHE,1,,,,2000,PA,REG2,,,,,,2021,sortie des bois difficile,AME,AME3,,CHS,CHS,5,12,2016,AS,a
RETZ_01511,RETZ_01511_b,RETZ_01511_02,RETZ,1511,2,"3,62",04/2011,,9,10,44,1,1,21,1,,,5,2,,2,,,,4,"robinier,orme",,,,,,,,,,100,FRE,ERS,,FRE,,I,,I,IFREI,"21,0",4-,,,35-49,FRE,1,,,,2000,PA,IRR,,,,,,2013,,IRR,IRR1,,FRE,A.F,5,8,2013,JA,b
RETZ_01512,RETZ_01512_a,RETZ_01512_01,RETZ,1512,1,"11,18",03/2011,1,62,28,,,1,,,,,6,1,,1,,,,,,,,,,,,,,,100,CHS,CHP,,CHS,,S,,G,SCHSG,"22,5",4,,,130-159,CHE,1,,,,2011,EM,REG1,,,,,,2013,RE2016,REG,REGS,N,CHS,CHS,,,2013,EMP,a
RETZ_01512,RETZ_01512_b,RETZ_01512_02,RETZ,1512,2,"0,15",03/2011,1,62,28,,,1,,,,,6,1,,1,,,,,,,,,,,,,,,100,CHS,CHP,,CHS,,S,,G,SCHSG,"22,5",4,,,130-159,CHE,1,,,,2011,EM,REG1,,,,,,2013,pour chataignier remq de la plle 1507,AME,ILP,,CHS,CHS,,10,2021,AS,b
RETZ_01513,RETZ_01513_u,RETZ_01513_01,RETZ,1513,1,"13,43",04/2011,4,50,34,,,1,,,,,5,3,,3,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"24,0",4+,,,130-159,CHE,1,,,,,EM,REG1,,,,,,2018,RE2018,REG,REGE,N,CHS,CHS,6,12,2013,EMP,u
RETZ_01514,RETZ_01514_u,RETZ_01514_01,RETZ,1514,1,"16,19",04/2011,1,24,42,,22,1,,,,,1,8,,1,,,,,,,,,,,,,,,100,CHP,CHS,,CHP,,S,,G,SCHPG,"21,0",4-,,,130-159,CHE,1,,,,2012,A4,REG2,,,,,,2019,les bois sortent sur une voie communale limitée à 15 tonnes!,AME,AME3,,CHS,CHS,5,10,2022,A4,u
RETZ_01515,RETZ_01515_u,RETZ_01515_01,RETZ,1515,1,"19,95",04/2011,1,21,21,1,49,1,1,,,,3,1,,,,1,,,,,,,,,,,,,100,CHT,CHE,,CHT,,S,,G,SCHTG,"24,0",4+,,,130-159,"CHE, CHT",1,,,,2012,A4,IRR,,,,,10,2022,sortie des bois difficile,IRR,IRR1,,CHT,CHT,,8,2020,JA,u
RETZ_01516,RETZ_01516_u,RETZ_01516_01,RETZ,1516,1,"14,52",07/2010,2,20,20,1,15,1,,,,,15,5,,15,5,,1,,,,,,,,,,,,100,CHE,,,CHE,,F,,E,FCHEE,"0,0",0,2010,0,0-24,,1,,,,2010,RD,AMEJ,,,,,,,complément à faire en sessile,AME,AMEJ,,CHS,CHS,,,/,,u
RETZ_01517,RETZ_01517_a,RETZ_01517_01,RETZ,1517,1,"11,71",04/2011,4,35,43,,7,,,,,1,4,3,,3,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"24,0",4+,,,130-159,CHE,1,,,,2000,PA,REG2,,,,1521_1,4,2016,nlle route (laie de Vez),ILV,ILV,,CHS,CHS,6,10,2013,EMP,a
RETZ_01517,RETZ_01517_b,RETZ_01517_02,RETZ,1517,2,"1,97",04/2011,4,35,43,,7,,,,,1,4,3,,3,,,,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"24,0",4+,,,130-159,CHE,1,,,,2000,PA,REG2,,,,1521_1,4,2016,,ILS,ILS,,CHS,CHS,,,,,b
RETZ_01518,RETZ_01518_u,RETZ_01518_01,RETZ,1518,1,"19,13",04/2011,5,50,17,,,1,,,,,13,4,,9,,,1,,,,,,,,,,,,100,CHS,CHP,,CHS,,S,,G,SCHSG,"22,5",4,,,130-159,CHE,1,,,,2000,PA,REG1,,,,,4,2013,,REG,REGS,N,CHS,CHS,,,2013,RE,u
RETZ_01519,RETZ_01519_a,RETZ_01519_01,RETZ,1519,1,"12,66",08/2010,5,40,6,10,,1,,,,,24,4,,2,4,,4,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,2010,0,0-24,,1,,,,2011,RD,AMEJ,,,,,,,,AME,AMEJ,,CHS,CHS,,,/,,a
RETZ_01519,RETZ_01519_b,RETZ_01519_02,RETZ,1519,2,"2,32",08/2010,25,15,10,5,,1,,,,,20,5,,5,10,,4,,,,,,,,,,,,100,HET,CHE,,CHE,,F,,E,FHETE,"0,0",0,2007,3,0-24,,1,,,,2000,PA,AMEJ,,,,,,2028,,AME,AME1,,CHS,CHS,,4,2027,A1,b
RETZ_01520,RETZ_01520_u,RETZ_01520_01,RETZ,1520,1,"12,85",01/2011,1,25,39,1,,1,,,,,29,1,,2,,,1,,,,,,,,,,,,100,CHE,,,CHE,,S,,G,SCHEG,"17,5",3,,,130-159,CHE,2,CHP,30,,2000,PA,REG1,,,,,,2014,,REG,REGS,N,CHS,CHS,5,,2013,RCV,u
RETZ_01521,RETZ_01521_u,RETZ_01521_01,RETZ,1521,1,"9,55",04/2011,1,5,24,25,,,15,,,,8,5,,10,3,,4,,,,,,,,,,,,100,FRE,CHP,ERS,ERS,,I,AUT,I,IFREI,"12,5",2,,,50-69,"ERS, FRE",1,,,,2000,PA,REG1,,,,1517_1,10,2016,"surtout GB, projet de route laie de Vez; orchidées",IRR,IRR1,,FRE,A.F,,8,2016,JA,u
RETZ_01521,RETZ_01521_u,RETZ_01521_02,RETZ,1521,2,"5,74",04/2011,1,6,34,8,28,1,,,,,21,,,,,,,1,robinier,,,,,,,,,,100,CHP,CHA,,CHP,,S,,G,SCHPG,"21,0",4-,,,130-159,"CHE, CHT",2,CHP,30,,2000,PA,REG2,,,,,4,2023,projet de route laie de Vez,IRR,IRR1,,CHS,CHS,,8,2016,JA,u
RETZ_01522,RETZ_01522_u,RETZ_01522_01,RETZ,1522,1,"11,76",24/11/2010,2,80,3,1,,5,,,,5,2,,,1,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"21,0",4-,1972,38,35-49,,1,,,,2010,A2,AME,,,,,6,2016,diagnostiquée,AME,AME1,,CHS,CHS,5,6,2017,A3,u
RETZ_01523,RETZ_01523_u,RETZ_01523_01,RETZ,1523,1,"13,08",24/11/2010,15,73,2,,,,,,,,3,5,,1,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"19,0",3+,1970,40,35-49,,1,,,,2008,A2,AME,,,,,6,2014,diagnostiquée / quelques bouquets de hêtres 30/40cm,AME,AME1,,CHS,CHS,5,6,2014,A3,u
RETZ_01524,RETZ_01524_u,RETZ_01524_01,RETZ,1524,1,"8,55",26/01/2011,2,85,2,,,2,,,,,2,5,,1,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"16,0",3-,1984,26,25-34,,1,,,,,,AME,,,,,6,2020,,AME,AME1,,CHS,CHS,5,6,2014,A1,u
RETZ_01525,RETZ_01525_u,RETZ_01525_01,RETZ,1525,1,"7,53",26/01/2011,2,90,,,,,,,,,2,6,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,1,FCHS1,"19,0",3+,1984,26,25-34,,1,,,,,,AME,,,,,6,2020,,AME,AME1,,CHS,CHS,5,4/6,2014,A1,u
RETZ_01525,RETZ_01525_u,RETZ_01525_02,RETZ,1525,2,"2,32",26/01/2011,90,1,,,,1,,,,,4,2,,1,1,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"29,0",5+,1970,40,35-49,,1,,,,2012,A3,AME,,,,"1526-2, 1527-1, 1530-2, 1531-2",6,2018,,AME,AME1,,HET,HET,5,6,2018,A3,u
RETZ_01525,RETZ_01525_u,RETZ_01525_03,RETZ,1525,3,"0,62",26/01/2011,78,10,,,,1,,,,,5,2,,2,2,,,,,,,,,,,,,,100,HET,,,HET,,F,,1,FHET1,"21,0",4-,1987,23,0-24,,1,,,,,,AME,,,,,6,2020,,AME,AME1,,HET,HET,5,6,2018,A1,u
RETZ_01526,RETZ_01526_u,RETZ_01526_01,RETZ,1526,1,"5,10",26/01/2011,5,86,,,,1,,,,,5,1,,1,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,1990,20,0-24,,1,,,,,,AME,,,,,,,,AME,AME1,,CHS,CHS,5,6,2018,A1,u
RETZ_01526,RETZ_01526_u,RETZ_01526_02,RETZ,1526,2,"3,44",26/01/2011,90,1,,,,1,,,,,3,2,,2,1,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"29,0",5+,1970,40,35-49,,1,,,,2012,A3,AME,,,,"1525-2, 1527-1, 1530-2, 1531-2",6,2018,,AME,AME1,,HET,HET,5,6,2018,A3,u
RETZ_01527,RETZ_01527_u,RETZ_01527_01,RETZ,1527,1,"6,08",09/02/2011,96,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"21,0",4-,1975,35,35-49,,1,,,,2012,A3,AME,,,,"1525-2, 1526-2, 1530-2, 1531-2",6,2018,,AME,AME2,,HET,HET,5,7,2019,A3,u
RETZ_01527,RETZ_01527_u,RETZ_01527_02,RETZ,1527,2,"1,34",09/02/2011,2,90,,,,2,,,,,2,2,,1,1,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,1990,20,0-24,,1,,,,,,AME,,,,,6,2025,,AME,AME2,,CHS,CHS,,7,2019,A1,u
RETZ_01527,RETZ_01527_u,RETZ_01527_03,RETZ,1527,3,"1,13",09/02/2011,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,G+,FCHSG+,"7,5",1,1830,180,160 et +,,2,CHS,30,,,,AUT,1,1,,,,,,AME,AME2,,CHS,CHS,5,7,2019,A4,u
RETZ_01528,RETZ_01528_a,RETZ_01528_01,RETZ,1528,1,"9,80",24/11/2010,,92,3,,,,,,,,,5,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"19,0",3+,1980,30,25-34,,1,,,,2007,A1,AME,,,,,6,2018,diagnostiquée / Chênes maigres et petits sur la partie nord de l'UEP,AME,AME1,,CHS,CHS,5,6,2013,A2,a
RETZ_01528,RETZ_01528_a,RETZ_01528_02,RETZ,1528,2,"4,49",10/01/2011,69,15,,,5,,,,,,1,10,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"24,0",4+,1978,32,25-34,,1,,,,,,AME,,,,,,,UEP très hétérogéne sur des petits diamètres liés à la topographie et la géologie (a faire en menus produits),AME,AME1,,HET/CHS,HET,,6,2013,A1,a
RETZ_01528,RETZ_01528_b,RETZ_01528_03,RETZ,1528,3,"1,22",10/01/2011,45,45,,,,,,,,,10,,,,,,,,,,,,,,,,,,100,CHS,HET,,CHS,,F,,G,FCHSG,"17,5",3,1830,180,160 et +,,1,,,,,,AUT,1,1,,,,,,AME,AME3,,CHS,CHS,5,12,2019,A4,b
